ceref,name_en,website,email,telephone,address,fetched_at_utc,fetch_status
ADH849,Brighton Securities (Hong Kong) Limited,,,,,2026-06-16T02:42:08.336730+00:00,ok
ADH990,Guotai Junan Assets (Asia) Limited,www.gtjai.com,compliance.central@gtjas.com.hk,,"26/F-28/F Low Block Grand Millennium Plaza, 181 Queen's Road Central, Hong Kong",2026-06-16T03:19:47.412612+00:00,ok
ADI115,Guotai Junan Futures (Hong Kong) Limited,www.gtjai.com,compliance.central@gtjas.com.hk,,"16/F, Low Block, Grand Millennium, 181 Queens' Road Central, Hong Kong",2026-06-16T03:19:49.540081+00:00,ok
ADI249,Interactive Brokers Hong Kong Limited,www.interactivebrokers.com.hk,thhk@interactivebrokers.com.hk,,"1512 Two Pacific Place, 88 Queensway, Hong Kong",2026-06-16T03:37:14.999711+00:00,ok
ADI336,Mellon Global Investments Asia Limited,,,,,2026-06-16T03:54:28.758181+00:00,ok
ADI888,NatWest Markets Plc,,,,,2026-06-16T04:01:06.194746+00:00,ok
ADI920,Man Investments (Hong Kong) Limited,,,,,2026-06-16T03:54:30.751345+00:00,ok
ADI983,Chief Securities Limited,,,,,2026-06-16T02:51:30.149155+00:00,ok
ADJ147,China Yinsheng International Securities Limited,www.chinayss.hk,info@chinayss.hk,,"Room1-13, 6/F, 9 Des Voeux Road West, Sheung Wan, Hong Kong",2026-06-16T02:51:32.168847+00:00,ok
ADJ150,Cape Asset Management Limited,,,,,2026-06-16T02:51:34.141949+00:00,ok
ADJ331,Koffman Investment Ltd,,,,,2026-06-16T03:44:35.233056+00:00,ok
ADJ583,Geomatrix (H.K.) Limited,,coleman@geomatrix-investment.com,,"Unit 1001, 10/F, Kinwick Centre, 32 Hollywood Road, Central, Hong Kong, Hong Kong",2026-06-16T03:19:51.665197+00:00,ok
ADJ832,China Enterprise Securities Company Limited,www.chinaenterprisesec.com,nelsonying@chinaenterprisesec.com,,"Unit 05 20/F, Hua Qin International Building,340 Queen's Road Central,, Central, Hong Kong",2026-06-16T02:51:36.108327+00:00,ok
ADK142,VC Futures Limited,,,,,2026-06-16T04:45:30.531359+00:00,ok
ADK540,Forluxe Securities Limited,,,,,2026-06-16T03:14:16.187488+00:00,ok
ADL195,Suez Asia Holdings (Hong Kong) Limited,,,,,2026-06-16T04:25:19.748261+00:00,ok
ADM038,Hung Brothers Limited,,,,,2026-06-16T03:28:57.177776+00:00,ok
ADN237,Thomas Global Financial Services Limited,,,,,2026-06-16T04:37:50.497624+00:00,ok
ADN370,APC Asset Management (HK) Limited,,,,,2026-06-16T02:29:27.102602+00:00,ok
ADO877,Credit Suisse (MERGED TO AAP920 w.e.f. 13/5/05),,,,,2026-06-16T02:51:38.182769+00:00,ok
ADP046,Eyremount Limited,,,,,2026-06-16T03:08:00.611607+00:00,ok
ADQ694,CU Securities Limited,,,,,2026-06-16T02:51:40.230052+00:00,ok
ADR215,Times Securities Company Limited,,,,,2026-06-16T04:37:52.653775+00:00,ok
ADR495,Tai Fung Securities Limited,www.dafenghk.com/hk_web/index.shtml,CS@taifungsecurities.com,,"Pine, 37/F, Tower 5, The Gateway, 15 Canton Rd, Tsim Sha Tsui, Kowloon, Hong Kong",2026-06-16T04:37:54.977346+00:00,ok
ADR667,Ewarton Securities Limited,www.ewarton.com.hk,ngkawing@ewarton.com.hk,,"UNIT 01, 21/F, WINLAND HOUSE, NOS 412-420 CASTLE PEAK ROAD, KOWLOON, HONG KONG, Hong Kong",2026-06-16T03:08:02.722660+00:00,ok
ADS061,Wanhai Securities (HK) Limited,https://www.wanhaisec.hk/,cs@wanhaisec.hk,,"Room 4036-4039, 40/F, Sun Hung Kai Centre, 30 Harbour Road, Wan Chai, Hong Kong",2026-06-16T04:49:28.571019+00:00,ok
ADS177,BGC Securities (Hong Kong) LLC,www.bgcg.com,compliance-hk@bgcg.com,,"Suite 1306-09, 13/F, AIA Central, 1 Connaught Road, Central, Hong Kong, Hong Kong",2026-06-16T02:42:10.304938+00:00,ok
ADS246,GFI (HK) Securities L.L.C.,www.gfigroup.com,compliancehk@gfigroup.co.uk,,"Suite 1306-09, 13/F, AIA Central, 1 Connaught Road, Central, Hong Kong, Hong Kong",2026-06-16T03:19:53.767750+00:00,ok
ADS534,Wilby Securities Limited,,,,,2026-06-16T04:49:30.570744+00:00,ok
ADS612,SDIC Securities International Financial Holdings Limited,,,,,2026-06-16T04:25:21.721838+00:00,ok
ADS631,Phoenix Capital Futures Limited,,,,,2026-06-16T04:09:03.286255+00:00,ok
ADS639,Phoenix Capital Asia Limited,,,,,2026-06-16T04:09:05.257162+00:00,ok
ADS846,Gateway Capital Limited,,,,,2026-06-16T03:19:55.863130+00:00,ok
ADT039,KGI Capital Asia Limited,www.kgi.com.hk,compliance.hkg@kgi.com,,"41/F Central Plaza, 18 Harbour Road, Wanchai, Hong Kong",2026-06-16T03:44:37.441893+00:00,ok
ADT047,Celestial Capital Limited,,,,,2026-06-16T02:51:42.507808+00:00,ok
ADT211,SSAL Finance & Investment Limited,,,,,2026-06-16T04:25:23.718657+00:00,ok
ADT493,KGI Securities (Hong Kong) Limited,,,,,2026-06-16T03:44:39.688494+00:00,ok
ADT846,Wellchamp Capital Limited,www.wellchamp.net,rc@wellchamp.net,,"804A1, 8/F, World Wide House, 19 Des Voeux Road Central, Hong Kong, Hong Kong",2026-06-16T04:49:32.568195+00:00,ok
ADT893,HSBC Futures (Singapore) Pte Ltd,,,,,2026-06-16T03:28:59.165007+00:00,ok
ADT913,Kingsway SW Asset Management Limited,,lnc@sunwahkingsway.com,,"7/F, Tower 1, Lippo Centre, 89 Queensway, Hong Kong",2026-06-16T03:44:42.176156+00:00,ok
ADT916,Kingsway SW Fund Management Limited,,,,,2026-06-16T03:44:44.287135+00:00,ok
ADU220,RHB Securities Hong Kong Limited,,,,,2026-06-16T04:18:40.721042+00:00,ok
ADU347,KGI Asia Limited,,,,,2026-06-16T03:44:46.474754+00:00,ok
ADU348,SAGE Asset Management (HK) Limited,,,,,2026-06-16T04:25:25.687547+00:00,ok
ADU453,Asia Investment Research Limited,,main@asiairltd.com,,"Unit 1262, Level 12, Infinitus Plaza, 199 Des Voeux Road Central, Sheung Wan, Hong Kong",2026-06-16T02:29:29.079608+00:00,ok
ADU830,Yu Ming Investment Management Limited,www.ymi.com.hk,info@ymi.com.hk,,"Room 1801 18/F Allied Kajima Building, 138 Gloucester Road, Wanchai, Hong Kong",2026-06-16T04:54:41.590416+00:00,ok
ADU956,Shenwan Hongyuan Asset Management (Asia) Limited,www.swhyhk.com,licensing@swhyhk.com,,"Unit 3101, 31/F, Tower 1, Admiralty Centre, 18 Harcourt Road, Admiralty, Hong Kong",2026-06-16T04:25:27.656099+00:00,ok
ADV247,Taiping Assets Management (HK) Company Limited,www.tpfh.cntaiping.com/tc,tpgroup.tpfh.compliance@tpfh.cntaiping.com,,"20th Floor, China Taiping Finance Centre, No. 18 King Wah Road, North Point, Hong Kong, Hong Kong",2026-06-16T04:37:57.189299+00:00,ok
ADV256,"Charles Schwab, Hong Kong, Limited",www.schwab.com.hk,asia@schwab.com,,"Room 3401 and 3409 to 3410, Gloucester Tower, 15 Queen's Road Central, The Landmark, Central, Hong Kong",2026-06-16T02:51:44.520292+00:00,ok
ADV602,Yicko Investment Consultants & Management Limited,,,,,2026-06-16T04:54:43.658919+00:00,ok
ADV625,Sarasin Rabo Investment Management Limited,,,,,2026-06-16T04:25:29.690349+00:00,ok
ADV673,First State (Hong Kong) LLC,,,,,2026-06-16T03:14:18.321368+00:00,ok
ADV679,Tung Wui Securities Company Limited,,twsltd@gmail.com,,"802-3 Tung Ming Building, 40-2 Des Voeux Road Central, Hong Kong",2026-06-16T04:37:59.316903+00:00,ok
ADV911,Kam Fai Securities Company Limited,kamfaisec.com.hk,dorvic@netvigator.com,,"21/F Champion Building, 287-291 Des Voeux Road Central, Hong Kong",2026-06-16T03:44:48.636295+00:00,ok
ADV932,China Hong Kong Capital Asset Management Company Limited,www.chkcam.com,settlement@chkcam.com,,"8th Floor, St. John's Building, 33 Garden Road, Central, Hong Kong",2026-06-16T02:51:46.764921+00:00,ok
ADW126,Pacific Pearl Securities Limited,,,,,2026-06-16T04:09:07.221013+00:00,ok
ADW189,Mirabaud (Far East) Limited,,,,,2026-06-16T03:54:32.701192+00:00,ok
ADW327,Horwath Capital Asia Limited,,,,,2026-06-16T03:29:01.132426+00:00,ok
ADW338,Standard Commodities (Asia) Limited,,,,,2026-06-16T04:25:31.962473+00:00,ok
ADW473,Wharton Investment Advisors Limited,,,,,2026-06-16T04:49:34.542066+00:00,ok
ADW500,Metro Capital Securities Limited,,,,,2026-06-16T03:54:34.651516+00:00,ok
ADW502,Victory Enterprises (Investment) Limited,,,,,2026-06-16T04:45:32.790388+00:00,ok
ADW536,KB Securities Hong Kong Limited,,compliance@kbsec.hk,,"Room 2003, 20/F., York House, The Landmark,15 Queen's Road Central, Central, Hong Kong",2026-06-16T03:44:50.801591+00:00,ok
ADW705,Ong Asia Securities (HK) Limited,,,,,2026-06-16T04:04:43.508178+00:00,ok
ADW991,KGI Futures (Hong Kong) Limited,www.kgi.com.hk,compliance.hkg@kgi.com,,"41/F Central Plaza, 18 Harbour Road, Wanchai, Hong Kong",2026-06-16T03:44:52.990641+00:00,ok
ADX296,Goctic Mansion House Investment Management Limited,,,,,2026-06-16T03:19:57.975191+00:00,ok
ADX360,Town Hang Securities Co. Limited,,,,,2026-06-16T04:38:01.484144+00:00,ok
ADX555,AllianceBernstein Hong Kong Limited,www.alliancebernstein.com.hk,hongkongcompliance@alliancebernstein.com,,"39/F One Island East Taikoo Place, 18 Westlands Road, Quarry Bay, Hong Kong",2026-06-16T02:29:31.181585+00:00,ok
ADX623,Tai Fung Kuentai Securities Company Limited,,kilh@kilhkg.imsbiz.com.hk,,"Room 3310, 33/F, Bank of America Tower, 12 Harcourt Road, Central, Hong Kong",2026-06-16T04:38:03.676776+00:00,ok
ADX744,Man Wo Investment Co Limited,,,,,2026-06-16T03:54:36.666178+00:00,ok
ADX882,Full Win Securities Limited,,fullwin2003@yahoo.com.hk,,"11/F, Yue Shing Commercial Building, 15-16 Queen Victoria Street, Central, Hong Kong",2026-06-16T03:14:20.448558+00:00,ok
ADY079,MetLife Investments Asia Limited,metlife.com/investmentmanagement,mial-compliance@metlife.com,,"9/F, One Taikoo Place, Taikoo Place, 979 King's Road, Quarry Bay, Hong Kong",2026-06-16T03:54:38.870777+00:00,ok
ADY241,SDHG International Securities Limited,www.sdhgsec.com.hk,compliance@sdhg.com.hk,,"Floor 38, The Center, 99 Queen's Road Central, Central, Hong Kong",2026-06-16T04:25:34.107272+00:00,ok
ADY275,Yicko Futures Limited,,,,,2026-06-16T04:54:45.801051+00:00,ok
ADY771,Everbest Insurance and Financial Services Limited,,,,,2026-06-16T03:08:04.838444+00:00,ok
ADY878,Daishin International (Hong Kong) Limited,,,,,2026-06-16T03:03:43.179935+00:00,ok
ADZ395,China Guard Investments Limited,,,,,2026-06-16T02:51:48.930984+00:00,ok
ADZ743,NNIP Hong Kong Limited,,,,,2026-06-16T04:01:08.355732+00:00,ok
ADZ820,"Huizhi International Capital Holdings Co., Limited",www.huizhicapital.com,huizhi@huizhicapital.com,,"Room 3601A, 36/F, China Resources Building, 26 Harbour Road, Wanchai, Hong Kong",2026-06-16T03:29:03.130856+00:00,ok
ADZ845,Grand Alliance Asset Management Limited,www.gaamhk.com,gaamhk@gaamhk.com,,"Suite 801, 8th Floor, The Hong Kong Club Building, 3A Chater Road, Central, Hong Kong",2026-06-16T03:20:00.272688+00:00,ok
ADZ985,Safe Investment Company Limited,,,,,2026-06-16T04:25:36.104324+00:00,ok
AEA446,HT Capital Management Limited,,,,,2026-06-16T03:29:05.823792+00:00,ok
AEB314,iBest Securities Company Limited,,,,,2026-06-16T03:37:17.149239+00:00,ok
AEB630,SPDB International Holdings Limited,,,,,2026-06-16T04:25:38.075801+00:00,ok
AEB922,Comgest Far East Limited,www.comgest.com,info.asia@comgest.com,,"Level 10, Five Pacific Place, 28 Hennessy Road, Hong Kong",2026-06-16T02:51:51.062326+00:00,ok
AEB994,Walco Securities Limited,,,,,2026-06-16T04:49:36.526297+00:00,ok
AEC040,Global Future Company Limited,,,,,2026-06-16T03:20:02.411246+00:00,ok
AEC778,Wai Fat Securities Limited,,,,,2026-06-16T04:49:38.508757+00:00,ok
AEC828,Hansberger Global Investors (HK) Limited,,,,,2026-06-16T03:29:07.801991+00:00,ok
AED024,Anli Securities Limited,www.anlisec.com,info@anlisec.com,,"Room 2907, 29/F Wing On Centre, 111 Connaught Road Central, Hong Kong",2026-06-16T02:29:33.174289+00:00,ok
AED132,Sino e-Trade Securities Limited,,,,,2026-06-16T04:25:40.071268+00:00,ok
AED194,Planetree Securities Limited,www.planetreemarkets.com,info@planetreemarkets.com,,"23/F China United Centre, 28 Marble Road, North Point, Hong Kong",2026-06-16T04:09:09.215734+00:00,ok
AED742,Broadway Wealth Management Limited,,,,,2026-06-16T02:42:12.301211+00:00,ok
AED807,Korea Investment & Securities Asia Limited,,general@kisasia.com,,"Suites 3711-12, 3716-19, Jardine House, 1 Connaught Place, Central, Hong Kong",2026-06-16T03:44:55.132114+00:00,ok
AEE189,Access Investment Management (H.K.) Limited,www.accessfunds.com,compliance@platina.net,,"21/F LHT Tower, 31 Queen's Road Central, Hong Kong",2026-06-16T02:29:35.286944+00:00,ok
AEE338,EQT Partners Asia Limited,,,,,2026-06-16T03:08:06.953735+00:00,ok
AEE541,Cinda International Capital Limited,www.cinda.com.hk,info@cinda.com.hk,,"Suites 5801-04&08, 58/F, Central Plaza,18 Harbour Road, Wanchai, Hong Kong",2026-06-16T02:51:53.051077+00:00,ok
AEE667,China International Capital Corporation (International) Limited,,,,,2026-06-16T02:51:55.021497+00:00,ok
AEF424,Dashin Commodities Limited,,,,,2026-06-16T03:03:45.287008+00:00,ok
AEF425,Business Securities Limited,www.hkbsl.cn,securities@bfs.com.hk,,"20- 21/F, 83 Queen's Road East, Wanchai, Hong Kong",2026-06-16T02:42:14.474789+00:00,ok
AEF482,Enlighten Securities Limited,www.enlighten.com.hk,services@enlighten.com.hk,,"Room 1106, 11/F., Jubilee Centre, 18 Fenwick Street, Wan Chai, Hong Kong",2026-06-16T03:08:09.158927+00:00,ok
AEF808,Boom Securities (H.K.) Limited,www.boom.com,service@boomhq.com,,"Room 2801, Level 28, Tower 1, The Millennity, 98 How Ming Street, Kwun Tong, Kowloon, Hong Kong",2026-06-16T02:42:16.463867+00:00,ok
AEF920,Tai Wah Securities Limited,,,,,2026-06-16T04:38:05.994009+00:00,ok
AEG139,Silk Road International Capital Limited,,chao.lu@srfhgroup.com,,"Suite 2105, 21/F, Central Plaza, 18 Harbour Road, Wan Chai, Hong Kong",2026-06-16T04:25:42.048135+00:00,ok
AEG155,Pacific Chartered (Asia) Limited,,,,,2026-06-16T04:09:11.192568+00:00,ok
AEG283,Dashin Securities Limited,,,,,2026-06-16T03:03:47.423713+00:00,ok
AEG682,Piper Jaffray Asia Limited,,,,,2026-06-16T04:09:13.162523+00:00,ok
AEH900,Beijing Securities Limited,www.bjsecurities.com,enquiry@bjsecurities.com,,"25/F, OCTA Tower, 8 Lam Chak Street, Kowloon Bay, Hong Kong",2026-06-16T02:42:18.462991+00:00,ok
AEI057,CITIC CLSA Capital Partners HK Limited,www.clsacapital.com,hklicense@clsa.com,,"17/F One Pacific Place, 88 Queensway, Hong Kong",2026-06-16T02:51:57.005123+00:00,ok
AEI123,AIA Wealth Management Company Limited,,,,,2026-06-16T02:29:37.407203+00:00,ok
AEI173,Altus Asset Management Limited,,,,,2026-06-16T02:29:39.525359+00:00,ok
AEI343,State Street Global Advisors Asia Limited,www.ssga.com,ssgaasia@ssga.com,,"68/F Two International Finance Centre, 8 Finance Street, Central, Hong Kong",2026-06-16T02:07:46.269376+00:00,ok
AEI546,Kilmorey Securities Limited,,,,,2026-06-16T03:44:57.354388+00:00,ok
AEI866,RhinoX Limited,,info@rhinox.hk,,"19/F, 80 Gloucester Road, Wan Chai, Hong Kong",2026-06-16T04:18:42.720797+00:00,ok
AEI870,RPS Investment Limited,,,,,2026-06-16T04:18:44.730262+00:00,ok
AEJ327,Splendor Global Investments Limited,,,,,2026-06-16T04:25:44.062166+00:00,ok
AEJ382,SinoPac Asset Management (Asia) Limited,https://www.sinopacam.com/zh/,compliance.am@sinopac.com,,"Room 601 6th Floor Lee Garden Three, 1 Sunning Road, Causeway Bay, Hong Kong",2026-06-16T04:25:46.015780+00:00,ok
AEJ390,Stellar Securities Limited,,compliance@stellarsec.com,,"37/F, One International Finance Centre, 1 Harbour View Street, Central, Hong Kong",2026-06-16T04:25:47.969313+00:00,ok
AEJ683,Selina & Co. Limited,,selina@selinaltd.com,,"Suite 2401, 24/F Chinachem Exchange Square, 1-7 Hoi  Wan Street, Quarry Bay, Hong Kong",2026-06-16T04:25:50.013559+00:00,ok
AEJ689,iBest Consultants Limited,,,,,2026-06-16T03:37:19.232080+00:00,ok
AEJ732,Yue Xiu Futures Company Limited,,,,,2026-06-16T04:54:47.933709+00:00,ok
AEK354,Truth Securities Limited,,,,,2026-06-16T04:38:08.371998+00:00,ok
AEK542,Maurice Lee Investment Advisor Company,,,,,2026-06-16T03:54:40.881494+00:00,ok
AEK698,Lai Po Hung & Company Limited,,james.chow@fhl.com.hk,,"Flat B1, 15/F Hillier Commercial Building, 89-91 Wing Lok Street, Sheung Wan, Hong Kong",2026-06-16T03:48:28.126905+00:00,ok
AEK771,BNP Paribas Dealing Services Asia Limited,,,,,2026-06-16T02:42:20.446500+00:00,ok
AEK991,Tai Ning Stock Company Limited,,,,,2026-06-16T04:38:10.669431+00:00,ok
AEL202,Cinda International Securities Limited,www.cinda.com.hk,info@cinda.com.hk,,"Suites 5801-04&08, 58/F, Central Plaza,18 Harbour Road, Wanchai, Hong Kong",2026-06-16T02:51:59.007037+00:00,ok
AEL412,Wai Man Stock & Shares Company Limited,,sam_ts_tai@yahoo.com.hk,,"Room 2 2/F Lai Kwan Court, 438 Castle Peak Road, Cheung Sha Wan, Kowloon, Hong Kong",2026-06-16T04:49:40.461027+00:00,ok
AEL743,VC International Asset Management Limited,www.vcgroup.com.hk,vciam@vcgroup.com.hk,,"6th Floor, Centre Point, 181-185 Gloucester Road, Wanchai, Hong Kong",2026-06-16T04:45:35.222523+00:00,ok
AEM003,Robert Kai Leung Lo,,,,,2026-06-16T04:18:48.149718+00:00,ok
AEM109,Topmore Commodities Limited,,,,,2026-06-16T04:38:12.842011+00:00,ok
AEM236,Ming Hon Securities Limited,,,,,2026-06-16T03:54:42.863519+00:00,ok
AEM356,Core Pacific-Yamaichi Capital Limited,www.cpy.com.hk,compliance@cpy.com.hk,,"Rooms 1101-05 & 09-10, 11/F China Resources Building, 26 Harbour Road, Wanchai, Hong Kong",2026-06-16T02:52:00.999753+00:00,ok
AEM482,Strategic Options Investment Advisors Limited,,,,,2026-06-16T04:25:52.003041+00:00,ok
AEM814,Mega Capital (Asia) Company Limited,,,,,2026-06-16T03:54:44.837319+00:00,ok
AEM844,Galaxy Asset Management (H.K.) Limited,www.galaxyfunds.net,clientservices@galaxyfunds.net,,"Unit 603  Tower 1  Admiralty Centre, 18 Harcourt Road, Hong Kong",2026-06-16T03:20:04.552521+00:00,ok
AEM925,Kam Luen Securities Limited,www.kamluensec.com,compliance@kamluensec.com,,"Unit 3601, 36/F,, China Resources Building,26 Harbour Road,, Wan Chai,, Hong Kong",2026-06-16T03:44:59.476338+00:00,ok
AEN177,Winsome Stock Company Limited,,winsome_stock@yahoo.com.hk,,"Top Floor Wing Shun Building, 64-66 Bonham Strand West, Hong Kong",2026-06-16T04:49:42.496202+00:00,ok
AEN386,BNP Paribas Peregrine Futures Limited,,,,,2026-06-16T02:42:22.424158+00:00,ok
AEN441,KGI Asset Management Limited,www.kgi.com.hk,compliance.hkg@kgi.com,,"41/F, Central Plaza, 18 Harbour Road, Wanchai, Hong Kong",2026-06-16T03:45:01.403744+00:00,ok
AEN461,Harmony Asset Management Limited,,,,,2026-06-16T03:29:09.931720+00:00,ok
AEN491,Darby Asia Investors (HK) Limited,,,,,2026-06-16T03:03:49.520664+00:00,ok
AEN683,Asia Debt Management Hong Kong Limited,www.admcap.com,alex.shaik@admcap.com,,"Suites 2801-05, Level 28, Three Pacific Place, 1 Queen's Road East, Wanchai, Hong Kong, Hong Kong",2026-06-16T02:29:41.622773+00:00,ok
AEN696,Yonggang International Capital Investment Limited,,info@yg-intcap.com,,"Suites 1101 & 1112, 11/F, Tower 1,, The Gateway, Harbour City,, Kowloon, Hong Kong, Hong Kong",2026-06-16T04:54:50.054787+00:00,ok
AEN794,TVG Capital Partners Limited,,,,,2026-06-16T04:38:15.061971+00:00,ok
AEN894,China International Capital Corporation Hong Kong Securities Limited,www.cicc.com.cn,info@cicc.com.cn,,"29/F One International Finance Centre, 1 Harbour View Street, Central, Hong Kong",2026-06-16T02:52:02.985807+00:00,ok
AEO166,Vantum Securities and Futures Limited,,compliance@vantum.com.hk,,"Suite 2309-2311, 23/F,, CITIC Tower, No. 1 Tim Mei Avenue,, Central, Hong Kong",2026-06-16T04:45:37.615577+00:00,ok
AEO169,Lion Global Financial Limited,www.ifund.com.hk,desmondchan@lionfin.com,,"Flat 3505 & 3506, 35/F, Tower 2 Lippo Centre, 88 Queensway, Admiralty, Hong Kong, Hong Kong",2026-06-16T03:48:30.114681+00:00,ok
AEO617,Mckinley International Limited,,,,,2026-06-16T03:54:46.809545+00:00,ok
AEO675,Cheer Union Securities Limited,,info@cusecltd.com,,"Unit 1907, 19/F, Tower 1, Lippo Centre, 89 Queensway, Admiralty,, Hong Kong",2026-06-16T02:52:05.002294+00:00,ok
AEO759,Shenyin Wanguo Brokerage (H.K.) Limited,,,,,2026-06-16T04:25:54.114564+00:00,ok
AEO788,Drake & Morgan Limited,,,,,2026-06-16T03:03:51.613032+00:00,ok
AEO839,Adonis Investment Management Limited,,,,,2026-06-16T02:29:43.830616+00:00,ok
AEP527,Phillip Capital Management (HK) Limited,www.poems.com.hk,admin@phillip.com.hk,,"11/F United Centre, 95 Queensway, Hong Kong",2026-06-16T04:09:15.138379+00:00,ok
AEP547,JK Capital Management Limited,www.jkcapitalmanagement.com,fjacob@jkcapitalmanagement.com,,"16/F, Shun Ho Tower, 24-30 Ice House Street, Central, Hong Kong",2026-06-16T03:41:07.665051+00:00,ok
AEP554,UBS AG,,,,,2026-06-16T04:44:07.097435+00:00,ok
AEP878,Lombard/Apic (HK) Limited,,,,,2026-06-16T03:48:32.150451+00:00,ok
AEQ982,CNCB (Hong Kong) Capital Limited,https://www.cncbinvestment.com/,info@cncbinvestment.com,,"2001-2005, 20/F, AIA Central, 1 Connaught Road Central, Central, Hong Kong",2026-06-16T02:52:06.980351+00:00,ok
AER395,Pacific Challenge Futures Hong Kong Limited,,,,,2026-06-16T04:09:17.355299+00:00,ok
AER434,"Gransing Securities Co., Limited",www.gransing.com,info@gransing.com,,"Unit 802, 8/F, Worldwide House, 19 Des Voeux Road Central, Central, Hong Kong",2026-06-16T03:20:06.668969+00:00,ok
AER669,CDIB Management (HK) Limited,,,,,2026-06-16T02:52:09.262169+00:00,ok
AER787,Value Partners Private Equity Limited,,compliance@vp.com.hk,,"A1, B12, 15/F, NCB Innovation Centre, 888 Lai Chi Kok Road, Lai Chi Kok, Kowloon, Hong Kong",2026-06-16T04:45:39.822618+00:00,ok
AER871,Roofer Securities Limited,,info@roofer.com.hk,,"Unit 25B01, 25/F, Far East Finance Center, 16 Harcourt Road, Admiralty, Hong Kong",2026-06-16T04:18:50.216567+00:00,ok
AET910,Haitong International Asset Management Limited,www.htisec.com,lccs.correspondence@htisec.com,,"15/F One Island South, 2 Heung Yip Road, Wong Chuk Hang, Hong Kong",2026-06-16T03:29:17.399568+00:00,ok
AEU158,Swiss Re Private Equity Partners (Asia) Limited,,,,,2026-06-16T04:25:56.293255+00:00,ok
AEU219,Bosco Securities Limited,www.bsl.hk,compliance@bsl.hk,,"Unit 2117, 21/F, China Merchants Tower, Shun Tak Centre, 168-200 Connaught Road Central, Hong Kong",2026-06-16T02:42:24.599286+00:00,ok
AEU487,"Donaldson, Lufkin & Jenrette Asia Securities Limited",,,,,2026-06-16T03:03:53.704147+00:00,ok
AEU761,FUZE SECURITIES (INTERNATIONAL) LIMITED,,Compliant@fuzsec.com,,"Room 1004, 10/F., OfficePlus @Sheung Wan, No. 93-103 Wing Lok Street, Sheung Wan, Hong Kong",2026-06-16T03:14:22.754880+00:00,ok
AEU809,Vajra Capital Limited,,info@vajraltd.com,,"Room 1801, 18/F, King's Commercial Centre, No.25 King's Road, Tin Hau, Hong Kong",2026-06-16T02:08:32.520421+00:00,ok
AEU916,Win Successful Securities Limited,,,,,2026-06-16T04:49:44.449958+00:00,ok
AEV166,Worldwide Brokerage Limited,,,,,2026-06-16T04:49:46.393742+00:00,ok
AEV973,Haywood Investment Management Limited,,,,,2026-06-16T03:29:19.415930+00:00,ok
AEW150,Bokhary Securities Limited,,,,,2026-06-16T02:42:26.620810+00:00,ok
AEX188,UBS Capital Asia Pacific (HK) Limited,,,,,2026-06-16T04:44:09.421204+00:00,ok
AEX212,Tai Shing Stock Investment Co. Limited,www.taishinghk.com,info@taishinghk.com,,"801-4 Haleson Building, 1 Jubilee Street, Central, Hong Kong",2026-06-16T04:38:17.236589+00:00,ok
AEX264,Interactive Brokers LLC,,,,,2026-06-16T03:37:21.371136+00:00,ok
AEX551,SSC Mandarin Financial Services Limited,,,,,2026-06-16T04:25:58.537170+00:00,ok
AEX690,China Everbright Forex & Futures (HK) Limited,www.ebshk.com,compliance.reg@ebshk.com,,"10/F, Everbright Centre, 108 Gloucester Road, Wanchai, Hong Kong",2026-06-16T02:52:11.557883+00:00,ok
AEY310,HPEF Venture Partners Limited,,,,,2026-06-16T03:29:21.403191+00:00,ok
AEY503,Upbest Commodities Company Limited,www.upbest.com,info@upbest.com,,"2/F Wah Kit Commercial Centre, 302 Des Voeux Road Central, Central, Hong Kong",2026-06-16T04:44:11.588715+00:00,ok
AEY505,RG Asset Management Company Limited,,,,,2026-06-16T04:18:52.298381+00:00,ok
AEY707,HSBC Guyerzeller Far East Limited,,,,,2026-06-16T03:29:23.404500+00:00,ok
AEZ062,Glory Sun Securities Limited,hk1282sec.com,licensing.sec@hk1282.com,,"Room 2309, 23/F, China Resources Building, 26 Harbour Road, Wanchai, Hong Kong",2026-06-16T03:20:08.786760+00:00,ok
AEZ091,Exchange Fund Investment Limited,,,,,2026-06-16T03:08:11.279042+00:00,ok
AEZ190,Success Securities Limited,www.successfn.com,compliance@successfn.com,,"Units 1001A & 04B, 10/F., Tower 1, Admiralty Centre, 18 Harcourt Road, Hong Kong",2026-06-16T04:26:00.860318+00:00,ok
AEZ499,Eva Asset Management Limited,,,,,2026-06-16T03:08:13.400587+00:00,ok
AEZ575,Bright Smart Securities International (H.K.) Limited,www.bsgroup.com.hk,compliance@bsgroup.com.hk,,"The Entrance (At Left Frontage) of Portion A1 of Shop 6, 7 &, 8 on G/F, M/F & 1/F, Honour House, Nos375-381 & 375A-379A, Nathan Road, No.24 Kansu Street & Nos2-10 Woosung Street, Kowloon, Hong Kong",2026-06-16T02:09:22.762505+00:00,ok
AEZ953,Mizuho Securities Asia Limited,https://www.mizuhogroup.com/asia-pacific/securities/hk,as_compliance@hk.mizuho-sc.com,,"14-15/F, K11 Atelier, 18 Salisbury Road, Tsim Sha Tsui, Kowloon, Hong Kong",2026-06-16T03:54:48.782735+00:00,ok
AFA015,T. W. Sabnani Securities Limited,,,,,2026-06-16T04:38:19.432357+00:00,ok
